Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['para', 'lotte', 'duty', 'free', 'shop', 'model', '📍']",0,Surprise,NOUN
"['thanks', 'for', 'the', 'shout', 'out', ',', 'todd', '.', '👌']",1,Joy,ADJ
"[""it's"", 'time', 'to', 'remove', 'the', 'word', '""', 'privacy', '""', '🙄']",-1,Disgust,ADJ
"['what', 'would', 'i', 'have', 'to', 'do', 'to', 'get', 'you', 'to', 'suck', 'my', 'cock', '😉', '—', 'donate', 'money', 'to', 'dogstrust', 'xx']",1,Joy,VERB
"['my', 'brothers', 'been', 'dating', 'this', 'girl', 'fir', '5', 'months', ',', 'and', 'hes', 'going', 'to', 'propose', '.', 'ive', 'been', 'with', 'kyle', 'for', '5', 'years', ',', 'whats', 'up', '?', '😑']",-1,Disgust,ADJ
"['i', 'didn', '’', 't', 'see', '!', '😬']",-1,Disgust,ADJ
"['i', 'want', 'to', 'continue', 'some', 'more', ',', 'but', 'my', 'phone', 'died', '💀', 'exo']",-1,Fear,VERB
"['they', 'did', 'the', 'defense', '’', 's', 'job', 'for', 'them', 'by', 'immediately', 'eliminating', 'half', 'of', 'the', 'field', '.', 'great', 'call', '🙄']",-1,Disgust,ADJ
"['good', 'lord', '🙄']",-1,Disgust,ADJ
"[""jk's"", 'obsession', 'with', ""jin's"", 'butt', 'is', 'showing', '😏']",1,Joy,ADJ
"['big', 'words', 'for', 'from', 'the', ""hof'er"", ',', '👀']",0,Surprise,VERB
"['charlie', '’', 's', 'tacos', '😉']",1,Joy,ADJ
"['😘', 'the', 'mo', '…']",1,Love,ADJ
"['uncle', 'benjan', '😂']",1,Joy,VERB
"['❤', '️', 'my', 'valentines', 'gift', '!']",1,Love,NOUN
"['why', 'did', 'i', 'think', 'you', 'were', 'a', 'pretty', 'ass', 'stud', '😭']",-1,Sadness,VERB
"['happy', 'thursday', '💋', 'new', 'set', 'on']",1,Love,NOUN
"['good', 'morning', '!', '🌼', 'i', '’', 've', 'had', 'my', 'breakfast', 'and', 'now', 'i', '’', 'm', 'preparing', 'for', 'a', 'long', 'day', 'of', 'relaxing', 'on', 'the', 'white', 'sofa', '-', 'my', 'favourite', '…']",1,Joy,NOUN
"['thank', 'youuuu', '!', '!', '!', '🌞']",1,Joy,NOUN
"['im', 'super', 'happy', '💖']",1,Love,ADJ
"['watch', 'the', 'rand', 'do', 'the', 'most', '💀']",-1,Fear,VERB
"['want', 'something', '?', 'get', 'it', '.', '💋']",1,Love,VERB
"['not', 'a', 'man', 'but', 'he', 'on', 'the', 'wrong', 'side', 'of', 'the', 'sidewalk', '👀']",0,Surprise,VERB
"['goodmorning', '!', '👱']",1,Joy,NOUN
"['my', 'skins', 'breaking', 'out', 'but', 'i', 'don', '’', 't', 'care', '🤗']",1,Joy,ADJ
"['go', 'birds', '🦅', '!', 'cc']",1,Joy,NOUN
"['adore', 'this', 'picture', 'of', 'in', 'this', 'week', '’', 's', '😍']",1,Love,VERB
"['tweeting', 'about', 'quality', 'men', 'that', 'are', 'always', 'rotating', 'you', '🤣']",1,Joy,VERB
"['so', ',', 'do', 'you', 'have', 'a', 'special', 'someone', 'in', 'your', 'life', '?', 'yes', ',', 'me', '.', ""i'm"", 'awesome', '.', 'i', 'think', ""i'm"", 'the', 'one', '🤗']",1,Joy,ADJ
"['i', 'think', 'i', 'do', '.', 'thanks', '😊']",1,Joy,ADJ
"['no', 'i', 'only', 'cared', 'about', 'them', 'when', 'i', 'wanted', 'them', 'to', 'stomp', 'cleveland', '😂']",1,Joy,VERB
"['interesting', 'how', '.', 'never', 'suspends', 'anyone', 'for', 'insulting', 'the', 'of', 'the', 'united', 'states', '.', '🤔']",-1,disgust,ADJ
"[""it's"", 'still', 'snowing', '...', '🌨', '️', '•', '•']",0,Surprise,NOUN
"['umbra', ':', 'i', 'can', '’', 't', 'talk', 'about', 'this', 'but', 'we', 'are', 'busting', 'ass', 'on', 'it', '.', 'hell', 'or', 'high', 'water', '.', 'i', '’', 'm', 'sorry', 'it', 'is', 'taking', 'forever', '.', '😰']",-1,Fear,ADJ
"['stylish', 'destinations', '-', 'let', 'us', 'take', 'you', 'on', 'a', 'colourful', 'to', '🌴', 'have', 'you', 'heard', 'about', 'the', 'best', 'kept', 'secre', '…']",1,Joy,NOUN
"['enjoying', 'staying', 'with', 'my', 'friends', 'this', 'weekend', 'in', 'carmel', ',', 'california', 'and', 'enjoying', 'their', 'stables', '.', 'i', '❤', '️the', 'horses', '.']",1,Love,VERB
"['respect', '💯', 'great', 'talent', 'on', 'the', 'field', '.', 'even', 'better', 'person', 'off', 'the', 'field', '.', 'what', 'a', 'fantastic', 'signing', 'by', 'the', 'cowboys', '.', '✭']",1,Joy,ADJ
"['this', 'is', 'what', 'i', 'need', '😍']",1,Love,VERB
"['really', '?', 'oml', '😂', 'i', 'guess', ""it'll"", 'be', 'a', 'long', 'process', 'to', 'get', 'him', 'into', 'it', '.']",1,Joy,VERB
"['exam', 'revision', 'going', 'well', '...', 'procrastination', 'at', 'its', 'finest', '.', 'ended', 'up', 'drawing', 'old', 'school', '5sos', '😂']",1,Joy,VERB
"['a', 'record', 'attendance', 'on', 'saturday', '.', 'what', 'a', 'fanbase', 'we', 'have', 'and', 'what', 'an', 'atmosphere', 'it', 'was', 'yesterday', '!', '💙']",1,Love,ADJ
"['will', 'you', 'be', 'able', 'to', 'escapee', '?', 'come', 'find', 'out', 'tomorrow', 'in', 'a', 'very', 'interactive', 'game', 'to', 'escapee', 'the', 'room', '🔒']",0,Surprise,NOUN
"['👊', 'root', ',', 'root', ',', 'root', 'for', 'her', 'team']",1,Joy,ADJ
"['quintessential', 'classics', 'for', 'april', 'showers', '.', '📷', 'dfmarin']",0,Surprise,NOUN
"['i', 'hate', 'drawing', 'noses', ""they're"", 'so', 'hard', '😣']",-1,Anger,ADJ
"[""can't"", 'stand', ""y'all"", '😭']",-1,Sadness,VERB
"['huawei', 'stepped', 'up', 'the', 'mobile', 'camera', 'game', 'with', 'the', 'p20', 'pro', '📱']",1,Joy,NOUN
"['yummy', '😛']",1,Joy,ADJ
"['when', ""i'm"", 'talking', 'and', 'someone', 'interrupts', 'me', '😠']",-1,Anger,ADJ
"['well', 'this', 'shall', 'be', 'interesting', '🤓']",0,Surprise,ADJ
"['autumn', 'at', 'mayo', 'clinic', '!', '🍂', 'what', 'a', 'beautiful', 'time', 'of', 'year', 'to', 'attend', 'the', 'annual', '""', 'heart', 'disease', 'in', 'women', ':', 'a', 'new', 'era', 'of', 'un', '…']",1,Joy,NOUN
"['pass', '☹', '️']",-1,sadness,ADJ
"['big', 'lip', 'appreciation', '.', '💋']",1,Love,NOUN
"['there', 'is', 'a', 'special', 'place', 'in', 'hell', 'reserved', 'for', 'people', 'that', 'hit', 'dogs', 'with', 'their', 'cars', 'and', 'don', '’', 't', 'stop', 'to', 'take', 'care', 'of', 'them', '.', '💔']",-1,Sadness,NOUN
"['my', 'view', '🌝']",1,Joy,NOUN
"['yikes', 'homie', '🤕']",-1,Fear,ADJ
"['excited', 'to', 'launch', 'at', 'this', 'month', '🙌']",1,Joy,VERB
"['driving', 'through', 'mississippi', 'is', 'boring', 'asf', '😑']",-1,Disgust,ADJ
"['enjoying', 'this', 'new', 'take', 'on', 'a', 'classic', ':', '👏']",1,Joy,VERB
"['can', 'your', 'lil', 'athlete', 'run', 'around', 'on', 'his', 'arena', 'or', 'whatever', 'for', '2', 'hours', '🗣', 'in', 'stilettos', '?', 'no', '.']",0,Surprise,NOUN
"['get', 'it', 'how', 'you', 'can', 'cuh', '⚡', '️']",1,Joy,ADJ
"['i', 'got', '41', '😂']",1,Joy,VERB
"['i', 'need', 'to', 'learn', 'to', 'let', 'shit', 'just', 'heal', '😥']",-1,Sadness,VERB
"['just', 'hold', 'on', 'to', 'nil', 'nil', '.', ""don't"", 'do', 'anything', 'stupid', '🙏']",-1,Anger,VERB
"['the', 'is', 'here', '&', 'available', 'now', '!', '😍']",1,Love,ADJ
"['really', 'bummed', 'mine', 'broke', 'earlier', 'this', 'year', '😩']",-1,Sadness,VERB
"['i', 'would', 'love', 'to', ',', 'would', 'be', 'a', 'pleasure', '😈', 'xx']",1,Joy,ADJ
"['“', 'ass', '”', 'i', 'love', 'it', '😂']",1,Joy,VERB
"['we', 'don', '’', 't', 'need', 'passwords', 'to', 'know', 'there', '’', 's', 'trust', 'but', 'if', 'i', 'ask', 'and', 'you', 'say', 'no', 'then', 'i', '’', 'm', 'gonna', 'suspect', 'something', '.', 'it', '’', 's', 'common', 'sense', '🤔']",-1,Disgust,ADJ
"['im', 'sure', 'u', 'are', 'the', 'first', 'one', '🤣']",1,Joy,VERB
"['you', 'want', 'to', 'make', 'the', 'sar', '...', 'you', 'have', 'to', 'bear', 'your', 'side', 'of', 'the', 'costs', '🙁']",-1,Sadness,ADJ
"['what', 'is', 'your', 'fav', 'thing', 'about', 'jungkook', '?', 'a', '.', 'my', 'fav', 'thing', 'is', 'how', 'he', 'cares', 'about', 'his', 'hyungs', 'and', 'us', 'armys', 'so', 'much', '💜', 'jungkook', '…']",1,Love,NOUN
"['what', 'a', 'great', 'way', 'to', 'start', 'the', 'major', '!', 'oh', 'and', 'rip', 'vega', 'picks', '!', '😶']",0,Surprise,ADJ
"['i', 'don', '’', 't', 'want', 'to', 'wear', 'wigs', 'or', 'weave', '.', 'i', 'just', 'want', 'to', 'embrace', 'my', 'natural', 'hair', 'journey', 'if', 'im', 'honest', '...', '❤', '️', '…']",1,Love,VERB
"['i', 'need', 'some', 'fruit', '😭']",-1,Sadness,VERB
"['what', 'part', 'of', 'trump', 'restoring', 'law', ',', 'order', 'and', 'prosperity', 'to', 'the', 'usa', 'scares', 'you', '?', '🤣', 'fy', '…']",1,Joy,VERB
"['sheesh', '☺', '️lol']",1,Joy,ADJ
"['i', 'definitely', 'miss', 'you', 'too', '..', 'i', 'feel', 'bad', 'i', 'couldn', '’', 't', 'see', 'you', 'before', 'i', 'left', '😭']",-1,Sadness,VERB
"['my', 'love', ',', 'the', 'path', 'you', 'journey', 'upon', 'will', 'never', 'matter', 'to', 'me', ';', ""i'll"", 'follow', 'you', 'anywhere', '🗝']",1,Love,NOUN
"['[', 'preview', ']', '180113', '4th', 'muster', 'cr', ':', 'on', 'pics', '-', '🐭']",0,Surprise,NOUN
"['what', 'are', 'you', 'doing', 'on', 'wednesday', '?', 'why', 'not', 'come', 'and', 'watch', 'a', 'morning', 'of', 'great', 'tennis', '🎾', 'and', 'help', 'support', 'in', 'it', '…']",1,Joy,NOUN
"['twitter', 'full', 'of', 'haters', '💔']",-1,Sadness,NOUN
"['marvel', 'fans', 'here', '❣']",1,Love,NOUN
"[""they're"", 'making', 'another', 'moment', 'in', 'history', 'in', 'a', 'few', 'days', '🎉', 'my', 'babies', '.', ""i'm"", 'so', 'proud']",1,Joy,NOUN
"['it', '’', 's', 'a', 'kiss', 'you', 'driving', 'down', 'interstate', 'kinda', 'love', '💕']",1,Love,NOUN
"['maine', 'posted', 'an', 'igs', ':)', 'dna', 'represent', '✨']",1,Joy,NOUN
"['rip', 'davide', 'astori', 'thoughts', 'are', 'with', 'his', 'family', '😢']",-1,sadness,ADJ
"['or', 'ummm', 'out', 'of', 'play', '...', '😂']",1,Joy,VERB
"['shower', 'curtains', 'are', 'even', 'forbidden', '🤢']",-1,Disgust,ADJ
"['not', 'even', 'one', 'card', 'of', 'my', 'bias', 'i', 'love', 'this', 'kind', 'of', 'game', '🙃', '[', ']']",0,Surprise,ADJ
"['crazy', 'how', 'fast', 'things', 'can', 'change', '🤧']",-1,Fear,ADJ
"['current', 'writing', 'view', '.', 'she', '’', 's', 'sound', 'asleep', '.', 'no', 'dignity', '.', '😏']",1,Joy,ADJ
"[""that's"", 'great', '!', 'congratulations', '!', '🙆']",1,Joy,ADJ
"['dr', 'bolu', '...', 'who', 'annoyed', 'you', '?', '🤦']",-1,Disgust,ADJ
"['give', 'me', 'just', 'one', 'night', '.', '😭']",-1,Sadness,VERB
"['picture', 'mail', 'would', 'be', 'great', 'rn', '🤤']",1,Joy,ADJ
"['i', 'hate', 'it', 'when', 'ppl', 'compare', 'ranbir', 'with', 'other', 'actors', '😐', ""they're"", 'all', 'talented', 'and', 'inspiring', 'in', 'their', 'own', 'ways', '.', 'so', 'why', 'the', 'need', '…']",0,Surprise,ADJ
"['my', 'week', 'on', 'twitter', '🎉', ':', '2', 'likes', ',', '2', 'retweets', ',', '371', 'retweet', 'reach', '.', 'see', 'yours', 'with']",1,Joy,NOUN
"['every', 'smile', 'is', 'not', 'real', '.', '🙃']",-1,Sadness,ADJ
"['who', '’', 's', 'listening', 'to', 'saints', 'of', 'the', 'sinners', '?', '🤴']",1,Joy,NOUN
"['2am', 'thoughts', '😌']",1,Joy,ADJ
"['te', 'amo', ',', 'you', 'have', 'made', 'my', 'day', ',', 'thank', 'you', 'to', 'you', '❤', '️', 'xx']",1,Love,VERB
"['another', 'outstanding', 'list', ',', 'check', 'out', '“', 'the', '10', 'best', 'subtle', 'movie', 'performances', 'of', 'all', 'time', '”', ':', '🎥']",1,Joy,NOUN
"['hate', 'when', 'i', 'have', 'a', 'big', 'yawn', 'and', 'my', 'gym', 'falls', 'outta', 'my', 'mouth', '😒']",-1,Disgust,ADJ
"['shout', 'out', 'to', 'those', 'who', 'think', 'by', 'playing', 'gospel', 'music', 'on', 'sundays', 'they', 'gonna', 'make', 'it', 'to', 'heaven', '😏']",-1,Disgust,ADJ
"['amen', '.', '🕊']",1,Joy,NOUN
"['go', 'tia', '!', '!', '!', '💕']",1,Love,NOUN
"['whats', 'the', '@', 'i', 'think', 'im', 'blocked', '🤔']",-1,disgust,ADJ
"['haha', 'tagged', 'a', 'few', 'weeks', 'ago', '👍']",1,Joy,ADJ
"['tripple', 'ct', 'family', 'trip', '🤣']",1,Joy,VERB
"['it', '’', 's', 'january', '2', ',', 'i', 'need', 'something', 'positive', 'to', 'do', '😩']",-1,Sadness,VERB
"['the', 'boys', 'were', 'so', 'happy', 'today', '💕', 'rays', 'of', 'sunshine']",1,Love,NOUN
"['black', 'panther', '✅', 'next', 'is', 'infinity', 'war', '!', '!', '!']",1,Joy,NOUN
"['wrong', 'af', '!', '!', '🤗']",1,Joy,ADJ
"['this', 'is', 'what', 'hermione', 'looks', 'like', 'not', 'drinking', 'wine', '🍷', 'is', 'all', 'new', 'tonight', '.', '…']",1,Joy,NOUN
"['going', 'thru', 'my', 'videos', 'on', 'my', 'phone', '...', 'i', 'miss', 'the', 'drunk', 'me', '😩']",-1,Sadness,VERB
"['i', ""don't"", 'wanna', 'be', 'here', 'right', 'now', '🙄']",-1,Disgust,ADJ
"['if', ""you're"", 'reading', 'this', ',', 'i', 'hope', 'today', 'you', 'receive', 'good', 'news', '🌸']",1,Joy,NOUN
"['she', 'send', 'a', 'purple', 'pickle', ',', 'i', 'send', 'dat', 'wet', 'wet', '💦', 'back']",1,Joy,VERB
"['please', 'like', 'and', 'rt', 'guys', '😭']",-1,Sadness,VERB
"['i', 'give', 'my', 'man', 'props', 'for', 'dealing', 'with', 'a', 'firecracker', 'like', 'me', '!', '😩', 'he', 'knows', ""i'm"", 'a', 'good', 'woman', '(', 'especially', 'to', 'him', ')', '...', 'i', 'ju', '…']",-1,Sadness,VERB
"['swear', 'we', 'had', 'this', 'conversation', 'last', 'week', '😂']",1,Joy,VERB
"['well', 'you', 'haven', '’', 't', 'gotten', 'that', 'mad', 'bro', '😂']",1,Joy,VERB
"['this', 'lit', '🔥']",1,Joy,ADJ
"['hadids', 'de', 'mi', '❤']",1,Love,NOUN
"['you', 'gotta', 'know', 'when', 'to', 'let', 'go', '💯', '.']",1,Joy,ADJ
"['chaeng', 'always', '...', '💕']",1,Love,NOUN
"['how', 'tweets', 'are', 'lucky', ',', 'if', 'opened', 'by', 'maram', '🍓', '.']",1,Joy,NOUN
"['congrats', 'on', '100', 'posts', '!', 'i', 'write', 'my', 'blog', 'from', 'my', 'phone', 'too', '🙌']",1,Joy,VERB
"['damn', 'the', 'man', '!', 'save', 'the', 'empire', '!', '😍']",1,Love,VERB
"['the', 'most', 'heartbreaking', 'tales', 'of', 'unrequited', 'love', '💔']",-1,Sadness,NOUN
"['⚠', '️', 'traffic', '—', 'mva', 'westbound', 'on', 'pitts', 'memorial', 'drive', 'at', 'southland', 'blvd', 'exit', '—', 'reduced', 'to', 'one', 'lane', 'in', 'westbound', 'd', '…']",-1,Fear,ADJ
"['by', 'the', 'time', 'they', 'realize', 'your', 'worth', ',', 'you', '’', 'll', 'be', 'worth', 'more', '.', '❤', '️']",1,Love,VERB
"['vibe', 'is', 'the', 'realist', 'i', 'know', 'you', 'feel', 'it', '😘']",1,Love,VERB
"['me', ',', 'too', '!', 'it', 'took', 'one', 'video', 'tutorial', 'by', 'to', 'get', 'my', 'feet', 'under', 'me', '+', 'now', '😍']",1,Love,ADJ
"['i', 'can', 'feel', 'your', 'eyes', 'burning', 'at', 'me', 'but', 'i', 'really', 'be', 'avoiding', 'that', 'look', 'when', 'i', '’', 'm', 'trying', 'not', 'to', 'laugh', '💀']",-1,Fear,VERB
"['eh', '?', 'you', 'hate', 'like', 'the', 'worst', 'things', '.', '😐']",0,Surprise,ADJ
"['yes', '!', '!', '!', 'agreed', '💯']",1,Joy,NOUN
"['tomorrow', '(', 'sat', ')', 'from', '🕓', '12pm', '-', '2pm', 'broadview', 'place', 'by', 'david', 'weekley', 'homes', '(', '690', 'lindbergh', 'dr', 'ne', ',', '30324', ')', 'see', 'our', 'full', '...']",0,Surprise,NOUN
"['monster', 'trio', '.', '🔥']",1,Joy,NOUN
"['😓', 'retweet', 'if', 'you', 'follow', 'back', '&', 'follow', 'everyone', 'who', 'like', 'or', 'retweets', 'this']",-1,Fear,ADJ
"['oomf', 'can', 'get', 'it', '😌']",1,Joy,ADJ
"['today', 'in', 'indonesia', 'we', 'are', 'going', 'to', 'make', 'bootlegs', 'and', 'mashups', 'for', 'our', 'set', 'next', 'weekend', '❤', '️']",1,Love,VERB
"['love', 'you', 'too', 'po', '!', '💛']",1,Love,ADJ
"['tfw', 'u', 'finish', 'a', 'midterm', 'and', 'just', 'wanna', 'chill', 'but', 'u', 'have', '2', 'more', 'midterms', 'later', 'this', 'week', '😢']",-1,Sadness,ADJ
"['🎬', 'sneak', 'peak', ':', 'we', 'want', 'you', 'to', 'hear', 'directly', 'from', 'victims', 'of', 'attempted', 'utility', 'scams', 'so', 'you', 'can', 'learn', 'how', 'to', 'spot', 'a', 's', '…']",0,Surprise,NOUN
"['tweet', 'about', 'me', 'like', 'you', 'use', 'to', 'in', 'the', 'year', 'of', '16', '’', '😩']",-1,Sadness,VERB
"['for', 'sale', 'rush', 'vip', 'seated', '206', 'row', 'n', 'dm', 'me', '😊']",1,Joy,ADJ
"['why', 'her', 'head', 'look', 'like', 'a', 'concha', '?', '😂']",1,Joy,VERB
"['finna', 'be', 'single', 'my', 'whole', 'life', 'lol', '😂']",1,Joy,VERB
"['lanyyyyy', '😍']",1,Love,ADJ
"['painting', 'class', 'canceled', '🙃']",-1,Fear,ADJ
"['rt', 'this', 'to', 'gain', 'namjooon', 'stan', 'mutuals', '♡', 'follow', 'everyone', 'who', 'rts', 'this', 'and', 'make', 'sure', 'to', 'follow', 'back', '🍣']",1,Love,NOUN
"['that', 'feeling', 'you', 'get', 'before', 'a', 'soccer', 'game', '⚽', '️']",1,Joy,NOUN
"['follow', 'everyone', 'who', 'retweets', 'this', 'to', 'gain', 'bts', 'stan', 'mutuals', '🎂']",1,Joy,NOUN
"['true', ',', 'didn', '’', 't', 'check', 'the', 'numbers', '.', 'same', 'damn', 'hair', 'cuts', '.', '😆']",1,Joy,ADJ
"['congratulations', '!', '🙌', ""we're"", 'looking', 'forward', 'to', 'hearing', 'more', 'about', 'the', 'positive', 'impact', 'that']",1,Joy,ADJ
"['thursdaaaaaze', ',', 'ramen', '&', 'ice', 'cream', '!', 'thank', 'you', ',', 'ate', '’', 's', '!', '🖤']",1,Love,NOUN
"['still', 'can', '’', 't', 'wrap', 'my', 'head', 'around', 'this', '.', '☹', '️']",-1,sadness,ADJ
"['better', 'than', ""utd's"", '1999', 'season', 'they', 'said', '😂', 'city', '’', 's', 'last', 'three', 'games', ':', 'liverpool', '3-0', 'city', 'city', '2-3', 'united', 'city', '1-2', 'liverpool']",1,Joy,VERB
"['so', 'what', 'ncat', 'got', 'going', 'on', '...', '🤔']",-1,Disgust,ADJ
"['“', 'we', 'like', 'the', 'u', 'in', 'the', '80s', '”', '🏝']",1,Joy,NOUN
"['what', 'a', 'racist', 'book', '!', '😂']",1,Joy,VERB
"['📷', 'crazy', '4rich', ':', 'chef', 'david', 'greco', 'with', 'james', 'spader', 'on', 'the', 'set', 'of', 'the', 'black', 'list', '.', '24', 'jan', '2018', '.', '“', 'scene', '...', '…']",0,Surprise,NOUN
"['my', 'twitter', 'activity', ':', '16', 'new', 'followers', '&', '2', 'retweets', '.', '-', '🚀', 'grow', 'with']",1,Joy,ADJ
"['new', 'music', 'alert', '!', '!', '⚠', '️', ""cadi'mo"", 'ft', '.', 'don', 'tizzy', '-', 'hard', 'learning', 'by', 'digitalhive', 'recordings', '(', 'dge', ')', 'on']",-1,Fear,PUNCT
"['blog', 'post', 'on', 'my', 'recent', 'solo', 'trip', 'to', 'malta', 'is', 'up', '!', '☀', '️']",1,Joy,NOUN
"['opinion', 'on', 'donald', ""trump's"", 'comment', 'about', 'haiti', '?', '💙']",1,Love,ADJ
"['thank', 'you', '!', '!', '😄']",1,Joy,VERB
"['i', 'really', 'cannot', 'wait', 'for', 'this', '.', '💕']",1,Love,NOUN
"['too', 'many', '😅']",1,Joy,ADJ
"['these', 'are', 'excellant', 'words', 'of', 'encouragement', '!', 'thank', 'you', 'so', 'much', '☺']",1,Joy,ADJ
"['[', 'ph', 'onhand', ']', 'bts', 'rm', 'love', 'myself', 'birthday', 'project', 'slogan', 'set', 'by', 'for', 'p1100', '+', 'sf', '➡', '️', 'includes', 'zipper', 'bag', '…']",1,Love,ADJ
"['📷', 'hannibal', 'headers', 'collage', '{', 'request', 'w', '/', 'psd', '}', 'like', 'or', 'credit', 'to', 'on', 'twitter', '.']",0,Surprise,NOUN
"['i', 'wanna', 'get', 'all', 'cute', 'and', 'go', 'on', 'a', 'cute', 'date', '😩']",-1,Sadness,VERB
"['great', 'for', '3', 'step', 'and', 'open', 'field', 'too', '🔥', 'not', 'included']",1,Joy,ADJ
"['gorgeous', '🙌']",1,Joy,ADJ
"['i', 'probably', 'would', '’', 've', 'ended', 'up', 'twerking', 'hitting', 'that', 'split', '😂']",1,Joy,VERB
"['💋', 'smile', 'more', 'your', 'energy', 'shifts']",1,Joy,NOUN
"['our', 'deepest', 'condolences', 'to', 'you', 'on', 'your', 'loss', ',', 'may', 'she', 'rest', ',', 'and', 'may', 'you', 'again', 'find', 'peace', '.', 'our', 'hearts', 'are', 'with', 'you', '.', '😔']",-1,sadness,ADJ
"['girls', 'love', 'dudes', 'who', 'serve', 'them', 'food', '💕']",1,Love,NOUN
"['why', 'you', 'say', 'no', '?', '😒']",-1,Disgust,ADJ
"['what', '?', 'why', '?', '😂']",1,Joy,VERB
"['my', 'loudest', 'uwu', 'i', 'love', 'yall', 'so', 'much', '😭']",-1,Sadness,VERB
"['love', '💕', 'to', 'all', 'my', 'friends', ':)', ')']",1,Love,NOUN
"['i', 'wanna', 'hug', 'you', 'sweetie', '...', '😘']",1,Love,VERB
"['no', 'one', 'has', 'ever', 'rocked', 'the', 'united', 'kingdom', 'crowd', 'like', 'this', 'since', 'eminem', 'in', '2014', 'yeeeeer', '🔥', 'big', 'shaq', 'boom', ',', 'you', 'dont', 'know', 'the', '…']",1,Joy,ADJ
"['talking', 'down', 'on', 'someone', '’', 's', 'lifestyle', 'make', 'you', 'miserable', 'period', '‼', '️']",-1,Anger,PUNCT
"['the', 'mom', ""can't"", 'believe', 'where', 'her', 'daughter', 'puts', 'her', 'maxi', 'pads', 'every', 'day', 'but', 'when', 'she', 'finds', 'them', ',', 'she', 'has', 'to', 'share', 'it', '❗']",0,Surprise,PUNCT
"['meatloaf', 'is', 'disgusting', ',', 'don', '’', 't', 'change', 'my', 'mind', '😷']",-1,Disgust,ADJ
"['these', 'cookies', 'are', 'heavenly', '😍']",1,Love,ADJ
"['rt', ',', 'dm', '🌌']",0,Surprise,NOUN
"['pls', 'rt', '👊']",0,Surprise,ADJ
"['180218', '(', '©', 'shiningstone', '85', ')']",0,Surprise,PUNCT
"['good', 'morning', 'loves', '♥', '️']",1,Love,NOUN
"['good', 'morning', '💐', 'place', ',', 'swat', 'today', 'morning']",1,Joy,NOUN
"['poor', 'swim', 'team', 'got', 'left', 'in', 'the', 'dust', 'at', 'our', 'pep', 'rally', '🤣']",1,Joy,VERB
"['i', 'sent', 'out', '10', 'cash', 'app', 'requests', 'today', 'and', '9', 'accepted', '.', 'i', 'love', 'my', 'friends', '💙']",1,Love,NOUN
